policy_id,status_date_key,status_date,policy_status,status_reason
POL00000001,20240119,2024-01-19,Active,
POL00000002,20240116,2024-01-16,Active,
POL00000003,20240107,2024-01-07,Active,
POL00000004,20240117,2024-01-17,Active,
POL00000005,20240126,2024-01-26,Active,
POL00000006,20240103,2024-01-03,Active,
POL00000007,20240116,2024-01-16,Active,
POL00000008,20240113,2024-01-13,Active,
POL00000009,20240119,2024-01-19,Active,
POL00000010,20240120,2024-01-20,Active,
POL00000011,20240105,2024-01-05,Active,
POL00000012,20240111,2024-01-11,Active,
POL00000013,20240127,2024-01-27,Active,
POL00000014,20240125,2024-01-25,Active,
POL00000015,20240322,2024-03-22,Cancelled,Customer Request
POL00000016,20240808,2024-08-08,Cancelled,Affordability
POL00000017,20240122,2024-01-22,Active,
POL00000018,20240112,2024-01-12,Active,
POL00000019,20240124,2024-01-24,Active,
POL00000020,20240120,2024-01-20,Active,
POL00000021,20240124,2024-01-24,Active,
POL00000022,20240110,2024-01-10,Active,
POL00000023,20240103,2024-01-03,Active,
POL00000024,20240107,2024-01-07,Active,
POL00000025,20240108,2024-01-08,Active,
POL00000026,20240118,2024-01-18,Active,
POL00000027,20240127,2024-01-27,Active,
POL00000028,20240511,2024-05-11,Cancelled,Affordability
POL00000029,20240121,2024-01-21,Active,
POL00000030,20240110,2024-01-10,Active,
POL00000031,20240127,2024-01-27,Active,
POL00000032,20240109,2024-01-09,Active,
POL00000033,20240617,2024-06-17,Lapsed,Non-payment
POL00000034,20240130,2024-01-30,Active,
POL00000035,20240102,2024-01-02,Active,
POL00000036,20240109,2024-01-09,Active,
POL00000037,20240105,2024-01-05,Active,
POL00000038,20240104,2024-01-04,Active,
POL00000039,20240709,2024-07-09,Cancelled,Affordability
POL00000040,20240430,2024-04-30,Cancelled,Underwriting
POL00000041,20240708,2024-07-08,Cancelled,Customer Request
POL00000042,20240126,2024-01-26,Active,
POL00000043,20240113,2024-01-13,Active,
POL00000044,20240106,2024-01-06,Active,
POL00000045,20241101,2024-11-01,Lapsed,Non-payment
POL00000046,20240121,2024-01-21,Active,
POL00000047,20240115,2024-01-15,Active,
POL00000048,20240327,2024-03-27,Cancelled,Underwriting
POL00000049,20240104,2024-01-04,Active,
POL00000050,20240123,2024-01-23,Active,
POL00000051,20240119,2024-01-19,Active,
POL00000052,20240815,2024-08-15,Lapsed,Non-payment
POL00000053,20240819,2024-08-19,Lapsed,Non-payment
POL00000054,20240126,2024-01-26,Active,
POL00000055,20240817,2024-08-17,Lapsed,Non-payment
POL00000056,20240122,2024-01-22,Active,
POL00000057,20240130,2024-01-30,Active,
POL00000058,20240113,2024-01-13,Active,
POL00000059,20240815,2024-08-15,Cancelled,Duplicate Cover
POL00000060,20240123,2024-01-23,Active,
POL00000061,20240116,2024-01-16,Active,
POL00000062,20240103,2024-01-03,Active,
POL00000063,20240114,2024-01-14,Active,
POL00000064,20240124,2024-01-24,Active,
POL00000065,20240426,2024-04-26,Lapsed,Non-payment
POL00000066,20240105,2024-01-05,Active,
POL00000067,20240125,2024-01-25,Active,
POL00000068,20240126,2024-01-26,Active,
POL00000069,20240112,2024-01-12,Active,
POL00000070,20240130,2024-01-30,Active,
POL00000071,20240120,2024-01-20,Active,
POL00000072,20240127,2024-01-27,Active,
POL00000073,20240713,2024-07-13,Cancelled,Affordability
POL00000074,20240107,2024-01-07,Active,
POL00000075,20240107,2024-01-07,Active,
POL00000076,20240120,2024-01-20,Active,
POL00000077,20240120,2024-01-20,Active,
POL00000078,20240106,2024-01-06,Active,
POL00000079,20240128,2024-01-28,Active,
POL00000080,20240121,2024-01-21,Active,
POL00000081,20240128,2024-01-28,Active,
POL00000082,20240131,2024-01-31,Active,
POL00000083,20240112,2024-01-12,Active,
POL00000084,20240312,2024-03-12,Cancelled,Underwriting
POL00000085,20240126,2024-01-26,Active,
POL00000086,20240126,2024-01-26,Active,
POL00000087,20240106,2024-01-06,Active,
POL00000088,20240131,2024-01-31,Active,
POL00000089,20240601,2024-06-01,Lapsed,Non-payment
POL00000090,20240113,2024-01-13,Active,
POL00000091,20240104,2024-01-04,Active,
POL00000092,20240102,2024-01-02,Active,
POL00000093,20240113,2024-01-13,Active,
POL00000094,20240214,2024-02-14,Cancelled,Underwriting
POL00000095,20240108,2024-01-08,Active,
POL00000096,20240115,2024-01-15,Active,
POL00000097,20240108,2024-01-08,Active,
POL00000098,20240101,2024-01-01,Active,
POL00000099,20240121,2024-01-21,Active,
POL00000100,20240116,2024-01-16,Active,
POL00000101,20240123,2024-01-23,Active,
POL00000102,20240110,2024-01-10,Active,
POL00000103,20240117,2024-01-17,Active,
POL00000104,20240110,2024-01-10,Active,
POL00000105,20240906,2024-09-06,Cancelled,Duplicate Cover
POL00000106,20240105,2024-01-05,Active,
POL00000107,20240125,2024-01-25,Active,
POL00000108,20240114,2024-01-14,Active,
POL00000109,20240103,2024-01-03,Active,
POL00000110,20240123,2024-01-23,Active,
POL00000111,20240125,2024-01-25,Active,
POL00000112,20240126,2024-01-26,Active,
POL00000113,20240129,2024-01-29,Active,
POL00000114,20240109,2024-01-09,Active,
POL00000115,20240110,2024-01-10,Active,
POL00000116,20240115,2024-01-15,Active,
POL00000117,20240128,2024-01-28,Active,
POL00000118,20240122,2024-01-22,Active,
POL00000119,20240102,2024-01-02,Active,
POL00000120,20240109,2024-01-09,Active,
POL00000121,20240120,2024-01-20,Active,
POL00000122,20240116,2024-01-16,Active,
POL00000123,20240114,2024-01-14,Active,
POL00000124,20240121,2024-01-21,Active,
POL00000125,20240109,2024-01-09,Active,
POL00000126,20240116,2024-01-16,Active,
POL00000127,20240116,2024-01-16,Active,
POL00000128,20240115,2024-01-15,Active,
POL00000129,20240129,2024-01-29,Active,
